city,forecast_date,latitude,longitude,temperature_max,temperature_min,precipitation_sum,wind_speed_10m_max
Zagora,2026-09-15,30.3316,-5.8376,35.3,27.9,0.1,16.3
Zagora,2026-09-16,30.3316,-5.8376,37.2,23.1,0.0,14.0
Zagora,2026-09-17,30.3316,-5.8376,36.9,24.0,0.0,20.5
Zagora,2026-09-18,30.3316,-5.8376,36.8,23.8,0.0,16.6
Zagora,2026-09-19,30.3316,-5.8376,33.9,24.0,0.0,25.6
Zagora,2026-09-20,30.3316,-5.8376,35.7,25.9,0.0,19.1
Azemmour,2026-09-14,33.2833,-8.3333,32.2,20.3,0.0,14.0
Azemmour,2026-09-15,33.2833,-8.3333,28.3,21.0,0.0,17.3
Azemmour,2026-09-16,33.2833,-8.3333,26.1,19.9,0.0,19.6
Azemmour,2026-09-17,33.2833,-8.3333,26.1,18.1,0.0,14.8
Azemmour,2026-09-18,33.2833,-8.3333,25.9,17.5,0.0,20.3
Azemmour,2026-09-19,33.2833,-8.3333,27.1,19.7,0.0,18.4
Azemmour,2026-09-20,33.2833,-8.3333,29.2,21.1,0.0,17.3
El Hajeb,2026-09-14,33.6928,-5.3711,34.9,23.6,0.0,18.7
El Hajeb,2026-09-15,33.6928,-5.3711,32.8,20.5,0.0,20.1
El Hajeb,2026-09-16,33.6928,-5.3711,28.7,18.1,0.0,20.0
El Hajeb,2026-09-17,33.6928,-5.3711,25.5,16.2,0.0,15.6
El Hajeb,2026-09-18,33.6928,-5.3711,27.5,14.6,0.0,18.3
El Hajeb,2026-09-19,33.6928,-5.3711,32.8,17.2,0.0,11.9
El Hajeb,2026-09-20,33.6928,-5.3711,34.6,20.7,0.0,20.4
Jerada,2026-09-14,34.31,-2.16,30.9,18.2,0.0,16.6
Jerada,2026-09-15,34.31,-2.16,30.9,19.6,0.0,18.2
Jerada,2026-09-16,34.31,-2.16,28.9,19.0,0.0,22.9
Jerada,2026-09-17,34.31,-2.16,26.8,17.2,0.0,13.9
Jerada,2026-09-18,34.31,-2.16,27.1,14.9,0.0,18.7
Jerada,2026-09-19,34.31,-2.16,33.2,14.9,0.0,16.8
Jerada,2026-09-20,34.31,-2.16,32.4,17.3,0.0,17.1
El Aïoun,2026-09-14,34.5726,-2.5127,32.2,17.7,0.0,15.8
El Aïoun,2026-09-15,34.5726,-2.5127,32.3,16.7,0.0,12.0
El Aïoun,2026-09-16,34.5726,-2.5127,31.8,16.3,0.0,21.2
El Aïoun,2026-09-17,34.5726,-2.5127,28.7,16.4,0.0,15.8
El Aïoun,2026-09-18,34.5726,-2.5127,28.3,14.9,0.0,18.7
El Aïoun,2026-09-19,34.5726,-2.5127,31.5,16.4,0.0,14.4
El Aïoun,2026-09-20,34.5726,-2.5127,31.4,17.7,0.0,13.8
Tameslouht,2026-09-14,31.5,-8.1,39.2,26.5,0.0,17.1
Tameslouht,2026-09-15,31.5,-8.1,37.9,25.7,0.0,23.1
Tameslouht,2026-09-16,31.5,-8.1,34.0,21.2,0.0,19.7
Tameslouht,2026-09-17,31.5,-8.1,29.6,17.5,0.0,12.9
Tameslouht,2026-09-18,31.5,-8.1,31.2,17.7,0.0,11.4
Tameslouht,2026-09-19,31.5,-8.1,35.4,19.0,0.6,14.8
Tameslouht,2026-09-20,31.5,-8.1,37.3,21.2,0.0,12.8
Sidi Yahia El Gharb,2026-09-14,34.3058,-6.3058,37.4,22.4,0.0,16.6
Sidi Yahia El Gharb,2026-09-15,34.3058,-6.3058,31.1,20.4,0.0,19.5
Sidi Yahia El Gharb,2026-09-16,34.3058,-6.3058,28.0,20.4,0.0,20.8
Sidi Yahia El Gharb,2026-09-17,34.3058,-6.3058,27.3,18.2,0.0,14.8
Sidi Yahia El Gharb,2026-09-18,34.3058,-6.3058,29.3,16.9,0.0,19.7
Sidi Yahia El Gharb,2026-09-19,34.3058,-6.3058,34.6,17.4,0.0,20.9
Sidi Yahia El Gharb,2026-09-20,34.3058,-6.3058,39.1,21.1,0.0,20.7
Chichaoua,2026-09-14,31.5333,-8.7667,40.3,23.8,0.0,30.6
Chichaoua,2026-09-15,31.5333,-8.7667,38.6,24.0,0.0,26.7
Chichaoua,2026-09-16,31.5333,-8.7667,34.3,21.0,0.0,25.6
Chichaoua,2026-09-17,31.5333,-8.7667,29.8,17.9,0.0,17.3
Chichaoua,2026-09-18,31.5333,-8.7667,31.5,17.9,0.0,17.5
Chichaoua,2026-09-19,31.5333,-8.7667,36.0,18.7,0.9,14.0
Chichaoua,2026-09-20,31.5333,-8.7667,37.3,21.8,0.0,10.2
Al ’Attawia,2026-09-14,31.83,-7.31,38.1,23.6,0.0,20.5
Al ’Attawia,2026-09-15,31.83,-7.31,36.7,23.0,0.0,20.3
Al ’Attawia,2026-09-16,31.83,-7.31,32.8,18.3,0.0,17.1
Al ’Attawia,2026-09-17,31.83,-7.31,29.1,16.4,0.0,12.9
Al ’Attawia,2026-09-18,31.83,-7.31,30.2,16.5,0.0,15.0
Al ’Attawia,2026-09-19,31.83,-7.31,34.3,16.9,0.6,12.3
Al ’Attawia,2026-09-20,31.83,-7.31,36.7,18.5,0.0,17.3
Tabount,2026-09-14,30.9014,-6.9217,34.4,21.1,0.0,19.1
Tabount,2026-09-15,30.9014,-6.9217,33.2,21.9,0.1,19.4
Tabount,2026-09-16,30.9014,-6.9217,33.1,18.9,0.0,24.0
Tabount,2026-09-17,30.9014,-6.9217,33.7,18.0,0.0,12.9
Tabount,2026-09-18,30.9014,-6.9217,33.8,19.1,0.0,11.4
Tabount,2026-09-19,30.9014,-6.9217,30.0,19.0,0.0,16.1
Tabount,2026-09-20,30.9014,-6.9217,32.7,19.7,0.0,18.1
Zaïo,2026-09-14,34.9396,-2.7334,29.6,19.7,0.0,13.2
Zaïo,2026-09-15,34.9396,-2.7334,29.6,18.7,0.0,9.9
Zaïo,2026-09-16,34.9396,-2.7334,33.2,18.4,0.0,15.2
Zaïo,2026-09-17,34.9396,-2.7334,27.6,19.4,0.0,12.8
Zaïo,2026-09-18,34.9396,-2.7334,27.8,18.9,0.0,15.7
Zaïo,2026-09-19,34.9396,-2.7334,28.7,19.8,0.0,19.7
Zaïo,2026-09-20,34.9396,-2.7334,29.1,20.3,0.0,19.8
Aguelmous,2026-09-14,33.1324,-5.8366,35.0,21.4,0.1,16.4
Aguelmous,2026-09-15,33.1324,-5.8366,33.0,17.7,0.0,22.1
Aguelmous,2026-09-16,33.1324,-5.8366,29.6,15.6,0.0,19.5
Aguelmous,2026-09-17,33.1324,-5.8366,28.4,15.8,0.0,15.2
Aguelmous,2026-09-18,33.1324,-5.8366,29.9,13.9,0.0,20.6
Aguelmous,2026-09-19,33.1324,-5.8366,31.0,17.0,0.3,15.8
Aguelmous,2026-09-20,33.1324,-5.8366,33.3,17.6,0.0,16.9
Asilah,2026-09-14,35.4667,-6.0333,32.3,23.5,0.0,22.6
Asilah,2026-09-15,35.4667,-6.0333,32.5,21.8,0.0,20.4
Asilah,2026-09-16,35.4667,-6.0333,25.3,19.8,0.0,21.9
Asilah,2026-09-17,35.4667,-6.0333,24.1,18.9,0.0,16.6
Asilah,2026-09-18,35.4667,-6.0333,28.6,17.1,0.0,25.5
Asilah,2026-09-19,35.4667,-6.0333,36.5,21.6,0.0,19.2
Asilah,2026-09-20,35.4667,-6.0333,37.8,23.3,0.0,18.1
Imzouren,2026-09-14,35.1464,-3.8506,29.3,19.3,0.0,14.1
Imzouren,2026-09-15,35.1464,-3.8506,26.5,19.1,0.0,12.3
Imzouren,2026-09-16,35.1464,-3.8506,29.0,19.9,0.0,11.8
Imzouren,2026-09-17,35.1464,-3.8506,25.9,19.6,0.0,14.4
Imzouren,2026-09-18,35.1464,-3.8506,26.3,18.7,0.0,16.2
Imzouren,2026-09-19,35.1464,-3.8506,30.2,19.3,0.0,12.0
Imzouren,2026-09-20,35.1464,-3.8506,30.7,20.9,0.0,11.7
Mediouna,2026-09-14,33.4556,-7.5208,38.5,23.9,0.0,19.0
Mediouna,2026-09-15,33.4556,-7.5208,32.6,20.3,0.0,19.0
Mediouna,2026-09-16,33.4556,-7.5208,27.8,19.2,0.0,19.8
Mediouna,2026-09-17,33.4556,-7.5208,27.1,18.2,0.0,15.0
Mediouna,2026-09-18,33.4556,-7.5208,27.8,16.2,0.0,20.2
Mediouna,2026-09-19,33.4556,-7.5208,27.6,18.4,0.0,13.1
Mediouna,2026-09-20,33.4556,-7.5208,30.7,20.1,0.0,13.3
Demnat,2026-09-14,31.7311,-7.0361,35.1,23.4,0.0,18.4
Demnat,2026-09-15,31.7311,-7.0361,33.7,20.6,0.0,21.1
Demnat,2026-09-16,31.7311,-7.0361,29.9,17.5,0.0,18.0
Demnat,2026-09-17,31.7311,-7.0361,26.3,15.0,0.0,13.5
Demnat,2026-09-18,31.7311,-7.0361,27.8,14.7,0.0,12.4
Demnat,2026-09-19,31.7311,-7.0361,31.2,16.1,0.3,13.4
Demnat,2026-09-20,31.7311,-7.0361,33.7,17.8,0.3,13.1
Aïn Taoujdat,2026-09-14,33.9333,-5.2167,37.2,22.1,0.0,16.4
Aïn Taoujdat,2026-09-15,33.9333,-5.2167,34.6,22.0,0.0,18.2
Aïn Taoujdat,2026-09-16,33.9333,-5.2167,31.1,20.2,0.0,19.0
Aïn Taoujdat,2026-09-17,33.9333,-5.2167,26.4,17.6,0.0,15.1
Aïn Taoujdat,2026-09-18,33.9333,-5.2167,30.7,16.5,0.0,14.2
Aïn Taoujdat,2026-09-19,33.9333,-5.2167,36.3,19.2,0.3,13.5
Aïn Taoujdat,2026-09-20,33.9333,-5.2167,37.9,21.3,0.0,17.9
Sidi Smai’il,2026-09-14,32.8167,-8.5,39.8,22.4,0.0,19.5
Sidi Smai’il,2026-09-15,32.8167,-8.5,34.9,20.5,0.0,22.0
Sidi Smai’il,2026-09-16,32.8167,-8.5,28.4,19.3,0.0,21.6
Sidi Smai’il,2026-09-17,32.8167,-8.5,27.1,17.9,0.0,17.6
Sidi Smai’il,2026-09-18,32.8167,-8.5,28.8,17.3,0.0,20.7
Sidi Smai’il,2026-09-19,32.8167,-8.5,31.3,18.5,0.0,18.8
Sidi Smai’il,2026-09-20,32.8167,-8.5,36.4,20.7,0.0,19.1
Moulay Bousselham,2026-09-14,34.8786,-6.2933,33.6,20.6,0.0,15.2
Moulay Bousselham,2026-09-15,34.8786,-6.2933,27.6,19.1,0.0,28.0
Moulay Bousselham,2026-09-16,34.8786,-6.2933,25.2,19.4,0.0,18.2
Moulay Bousselham,2026-09-17,34.8786,-6.2933,24.8,18.4,0.0,12.9
Moulay Bousselham,2026-09-18,34.8786,-6.2933,25.3,15.6,0.0,19.7
Moulay Bousselham,2026-09-19,34.8786,-6.2933,30.7,17.4,0.0,18.6
Moulay Bousselham,2026-09-20,34.8786,-6.2933,35.9,20.1,0.0,19.5
Mechraa Bel Ksiri,2026-09-14,34.56,-5.95,39.4,23.4,0.0,17.4
Mechraa Bel Ksiri,2026-09-15,34.56,-5.95,34.6,20.6,0.0,19.5
Mechraa Bel Ksiri,2026-09-16,34.56,-5.95,29.6,19.8,0.0,18.6
Mechraa Bel Ksiri,2026-09-17,34.56,-5.95,27.7,19.0,0.0,12.4
Mechraa Bel Ksiri,2026-09-18,34.56,-5.95,31.8,16.2,0.0,15.4
Mechraa Bel Ksiri,2026-09-19,34.56,-5.95,36.2,18.7,0.0,19.6
Mechraa Bel Ksiri,2026-09-20,34.56,-5.95,40.6,20.9,0.0,15.3
Souk et Tnine Jorf el Mellah,2026-09-14,34.4945,-5.5047,39.8,26.3,0.0,16.0
Souk et Tnine Jorf el Mellah,2026-09-15,34.4945,-5.5047,35.8,21.7,0.0,19.0
Souk et Tnine Jorf el Mellah,2026-09-16,34.4945,-5.5047,31.4,20.4,0.0,19.3
Souk et Tnine Jorf el Mellah,2026-09-17,34.4945,-5.5047,28.1,19.8,0.0,12.5
Souk et Tnine Jorf el Mellah,2026-09-18,34.4945,-5.5047,33.1,17.4,0.0,10.5
Souk et Tnine Jorf el Mellah,2026-09-19,34.4945,-5.5047,39.0,20.9,0.0,16.2
Souk et Tnine Jorf el Mellah,2026-09-20,34.4945,-5.5047,41.1,22.5,0.0,12.3
Zeghanghane,2026-09-14,35.1575,-3.0017,26.8,21.3,0.0,21.4
Zeghanghane,2026-09-15,35.1575,-3.0017,27.8,19.3,0.0,13.8
Zeghanghane,2026-09-16,35.1575,-3.0017,31.8,17.6,0.0,13.4
Zeghanghane,2026-09-17,35.1575,-3.0017,26.9,20.0,0.0,10.5
Zeghanghane,2026-09-18,35.1575,-3.0017,26.3,19.4,0.0,19.5
Zeghanghane,2026-09-19,35.1575,-3.0017,27.9,21.6,0.0,18.9
Zeghanghane,2026-09-20,35.1575,-3.0017,27.9,21.6,0.0,19.2
Oulad Barhil,2026-09-14,30.6408,-8.475,40.6,23.0,0.0,22.2
Oulad Barhil,2026-09-15,30.6408,-8.475,39.8,24.1,0.0,32.8
Oulad Barhil,2026-09-16,30.6408,-8.475,35.8,21.0,0.0,27.5
Oulad Barhil,2026-09-17,30.6408,-8.475,30.2,17.5,0.0,31.3
Oulad Barhil,2026-09-18,30.6408,-8.475,30.6,16.4,0.0,28.0
Oulad Barhil,2026-09-19,30.6408,-8.475,35.8,18.1,0.6,23.5
Oulad Barhil,2026-09-20,30.6408,-8.475,38.5,24.7,0.0,15.8
Bir Jdid,2026-09-14,33.3737,-8.0002,33.6,22.4,0.0,14.9
Bir Jdid,2026-09-15,33.3737,-8.0002,29.0,20.6,0.0,17.3
Bir Jdid,2026-09-16,33.3737,-8.0002,25.9,19.7,0.0,19.8
Bir Jdid,2026-09-17,33.3737,-8.0002,25.9,18.3,0.0,16.6
Bir Jdid,2026-09-18,33.3737,-8.0002,26.0,17.2,0.0,21.3
Bir Jdid,2026-09-19,33.3737,-8.0002,27.9,19.0,0.0,19.5
Bir Jdid,2026-09-20,33.3737,-8.0002,30.9,20.1,0.0,17.9
Bou Arfa,2026-09-14,32.531,-1.9631,34.1,21.5,0.1,17.2
Bou Arfa,2026-09-15,32.531,-1.9631,32.2,20.0,0.1,20.3
Bou Arfa,2026-09-16,32.531,-1.9631,29.3,20.2,0.0,15.6
Bou Arfa,2026-09-17,32.531,-1.9631,30.3,17.5,0.0,21.8
Bou Arfa,2026-09-18,32.531,-1.9631,29.3,17.9,0.0,16.1
Bou Arfa,2026-09-19,32.531,-1.9631,32.1,20.2,0.0,11.4
Bou Arfa,2026-09-20,32.531,-1.9631,31.5,18.8,0.0,13.8
Tahannawt,2026-09-14,31.3514,-7.9508,35.3,24.2,0.0,22.4
Tahannawt,2026-09-15,31.3514,-7.9508,34.3,22.0,0.0,19.9
Tahannawt,2026-09-16,31.3514,-7.9508,30.7,18.4,0.0,17.5
Tahannawt,2026-09-17,31.3514,-7.9508,26.5,15.0,0.0,14.1
Tahannawt,2026-09-18,31.3514,-7.9508,27.6,14.8,0.0,14.0
Tahannawt,2026-09-19,31.3514,-7.9508,31.4,17.3,0.9,13.9
Tahannawt,2026-09-20,31.3514,-7.9508,33.7,18.0,0.0,15.9
Arfoud,2026-09-14,31.4361,-4.2328,38.0,23.5,0.2,14.4
Arfoud,2026-09-15,31.4361,-4.2328,34.4,26.5,0.0,22.8
Arfoud,2026-09-16,31.4361,-4.2328,34.8,23.2,0.0,11.4
Arfoud,2026-09-17,31.4361,-4.2328,35.3,23.2,0.0,12.0
Arfoud,2026-09-18,31.4361,-4.2328,35.2,24.6,0.0,15.0
Arfoud,2026-09-19,31.4361,-4.2328,33.2,23.6,0.0,14.8
Arfoud,2026-09-20,31.4361,-4.2328,34.4,20.6,0.0,8.4
Tahla,2026-09-14,34.05,-4.42,36.5,21.7,0.0,12.7
Tahla,2026-09-15,34.05,-4.42,35.3,21.3,0.0,17.1
Tahla,2026-09-16,34.05,-4.42,30.5,18.9,0.0,17.3
Tahla,2026-09-17,34.05,-4.42,27.5,16.8,0.0,14.8
Tahla,2026-09-18,34.05,-4.42,30.9,16.2,0.0,21.2
Tahla,2026-09-19,34.05,-4.42,35.6,21.3,0.0,19.5
Tahla,2026-09-20,34.05,-4.42,36.5,22.5,0.0,22.7
Missour,2026-09-14,33.05,-3.9908,36.4,19.7,0.0,23.8
Missour,2026-09-15,33.05,-3.9908,35.5,19.7,0.1,22.8
Missour,2026-09-16,33.05,-3.9908,31.3,17.9,0.0,14.3
Missour,2026-09-17,33.05,-3.9908,33.2,17.9,0.0,33.4
Missour,2026-09-18,33.05,-3.9908,29.9,15.9,0.0,28.6
Missour,2026-09-19,33.05,-3.9908,33.1,17.6,0.0,13.8
Missour,2026-09-20,33.05,-3.9908,34.5,18.8,0.0,19.5
Sidi Lmokhtar,2026-09-14,31.57,-9.01,40.4,24.8,0.0,26.4
Sidi Lmokhtar,2026-09-15,31.57,-9.01,39.0,24.6,0.0,24.5
Sidi Lmokhtar,2026-09-16,31.57,-9.01,34.0,20.6,0.0,27.3
Sidi Lmokhtar,2026-09-17,31.57,-9.01,28.5,17.4,0.0,20.7
Sidi Lmokhtar,2026-09-18,31.57,-9.01,31.0,17.1,0.0,17.3
Sidi Lmokhtar,2026-09-19,31.57,-9.01,34.6,18.2,2.4,14.3
Sidi Lmokhtar,2026-09-20,31.57,-9.01,38.0,21.3,0.0,21.4
Douar Toulal,2026-09-14,33.8951,-5.6021,37.9,23.4,0.0,17.8
Douar Toulal,2026-09-15,33.8951,-5.6021,34.5,21.4,0.0,18.1
Douar Toulal,2026-09-16,33.8951,-5.6021,30.6,18.7,0.0,18.6
Douar Toulal,2026-09-17,33.8951,-5.6021,26.6,17.6,0.0,14.5
Douar Toulal,2026-09-18,33.8951,-5.6021,30.3,15.6,0.0,13.7
Douar Toulal,2026-09-19,33.8951,-5.6021,35.1,19.0,0.0,9.5
Douar Toulal,2026-09-20,33.8951,-5.6021,37.4,21.8,0.0,18.4
Oulad Yaïch,2026-09-14,32.4167,-6.3333,40.4,24.0,0.0,25.2
Oulad Yaïch,2026-09-15,32.4167,-6.3333,38.8,24.7,0.0,20.2
Oulad Yaïch,2026-09-16,32.4167,-6.3333,34.8,20.5,0.0,17.2
Oulad Yaïch,2026-09-17,32.4167,-6.3333,32.0,17.8,0.0,14.8
Oulad Yaïch,2026-09-18,32.4167,-6.3333,33.8,17.9,0.0,5.6
Oulad Yaïch,2026-09-19,32.4167,-6.3333,35.8,21.9,0.6,14.3
Oulad Yaïch,2026-09-20,32.4167,-6.3333,37.8,26.7,0.0,18.0
Zawyat ech Cheïkh,2026-09-14,32.6541,-5.9214,38.1,19.3,0.0,16.7
Zawyat ech Cheïkh,2026-09-15,32.6541,-5.9214,36.0,19.6,0.0,21.0
Zawyat ech Cheïkh,2026-09-16,32.6541,-5.9214,32.1,17.3,0.0,14.3
Zawyat ech Cheïkh,2026-09-17,32.6541,-5.9214,30.2,17.1,0.0,13.4
Zawyat ech Cheïkh,2026-09-18,32.6541,-5.9214,32.3,14.8,0.0,9.5
Zawyat ech Cheïkh,2026-09-19,32.6541,-5.9214,34.1,19.5,0.3,10.4
Zawyat ech Cheïkh,2026-09-20,32.6541,-5.9214,36.7,19.6,0.0,14.3
Imi-n-Tanout,2026-09-14,31.177,-8.8504,35.2,25.1,0.0,25.6
Imi-n-Tanout,2026-09-15,31.177,-8.8504,34.3,23.4,0.0,24.8
Imi-n-Tanout,2026-09-16,31.177,-8.8504,30.3,18.8,0.0,25.0
Imi-n-Tanout,2026-09-17,31.177,-8.8504,25.6,16.4,0.0,17.4
Imi-n-Tanout,2026-09-18,31.177,-8.8504,26.9,15.6,0.0,18.4
Imi-n-Tanout,2026-09-19,31.177,-8.8504,31.5,18.5,2.1,11.6
Imi-n-Tanout,2026-09-20,31.177,-8.8504,33.3,21.8,0.3,12.2
Sebt Gzoula,2026-09-14,32.1219,-9.0889,40.7,27.8,0.0,23.0
Sebt Gzoula,2026-09-15,32.1219,-9.0889,37.8,24.0,0.0,24.8
Sebt Gzoula,2026-09-16,32.1219,-9.0889,30.8,20.1,0.0,21.6
Sebt Gzoula,2026-09-17,32.1219,-9.0889,27.3,18.1,0.0,17.5
Sebt Gzoula,2026-09-18,32.1219,-9.0889,30.6,18.0,0.0,20.4
Sebt Gzoula,2026-09-19,32.1219,-9.0889,32.1,19.0,0.0,17.1
Sebt Gzoula,2026-09-20,32.1219,-9.0889,38.3,22.7,0.0,19.6
Tifariti,2026-09-14,26.158,-10.567,35.9,25.6,2.0,30.8
Tifariti,2026-09-15,26.158,-10.567,36.6,24.3,0.5,18.9
Tifariti,2026-09-16,26.158,-10.567,36.8,21.8,0.0,30.0
Tifariti,2026-09-17,26.158,-10.567,31.5,17.9,0.0,33.5
Tifariti,2026-09-18,26.158,-10.567,29.1,16.3,0.0,30.3
Tifariti,2026-09-19,26.158,-10.567,33.0,16.1,0.0,18.3
Tifariti,2026-09-20,26.158,-10.567,35.6,21.3,4.6,33.8
